element,image_path,caption,diagnostic,recommandation
Co,deficiencies/Co\49.jpg,a close up of a leaf with green leaves,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\5.jpg,a garden with green and red plants,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\50.jpg,a col of a leaf and a leaf with the words ' gegeite ',Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\51.jpg,the diagram shows the different types of the antigen,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\52.jpg,a diagram of the different parts of a plant,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\53.jpg,a plant with the names of plants and their names,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\54.jpg,a white plate with a black and white text on it,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\55.jpg,a person holding a plant with green leaves,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\56.jpg,a plant with purple leaves,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\57.jpg,diagram of the mechanism of the plant,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\58.jpg,a close up of a green leaf,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\59.jpg,chine clotion is necessary for the body to be able to the body,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\6.jpg,a diagram of the plant life cycle,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\60.jpg,a person holding a plant with a small insect on it,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\61.jpg,a close up of a corn plant with yellow and green leaves,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\62.jpg,a diagram of the plant ' s life cycle,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\63.jpg,plant parts of a plant,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\64.jpg,a leaf with brown spots,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\65.jpg,a certificate for a child ' s birth,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\66.jpg,sion sion sion sion sion sion sion sion sion sion,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\67.jpg,a close up of a yellow leaf,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\68.jpg,a chart of different types of leaves,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\69.jpg,a small lamb standing in a field of grass,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\7.jpg,a poster with the text ' berfalt ',Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\70.jpg,a set of four different types of marijuana,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\71.jpg,a bunch of marijuana plants in a pot,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\72.jpg,a picture of a blue and green box with the words coal deficiency disease,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\73.jpg,a close up of a bush of green leaves,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\74.jpg,a white sheet with a black and white text,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\75.jpg,a diagram of the different parts of a plant,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\76.jpg,a plant with the names of plants and their names,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\77.jpg,5 minute guide to a healthy plant,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\78.jpg,the most common plants and deficiencys are called as,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\79.jpg,a leaf with green leaves on it,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\8.jpg,identifying plant nutrient deficiencys,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\80.jpg,a diagram of the plant ' s growth,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\81.jpg,a plant with the names of different plants,Carence en Co,Enrober les semences avec sulfate de cobalt
Co,deficiencies/Co\9.jpg,colttol co1 defation is a factor of the effect of the effect of the effect of,Carence en Co,Enrober les semences avec sulfate de cobalt
Ni,deficiencies/Ni\1.jpg,a plant with yellow spots on it,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\10.jpg,a close up of a plant with green leaves,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\11.jpg,a photo of a plant with a stem and stem,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\12.jpg,a person watering water from a watering hose,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\13.jpg,a hand holding a green leaf in front of a house,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\14.jpg,a plant with green leaves,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\15.jpg,a diagram of the mitochondrial - mediated mrna,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\16.jpg,a diagram of the different types of the human body,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\17.jpg,the diagram shows the functions of the plant,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\18.jpg,a person holding a small green frog in their hand,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\19.jpg,a table with the number of different types of the different types of the different types of the different types,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\2.jpg,a hand holding a branch with leaves,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\20.jpg,a leaf with a few leaves on it,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\21.jpg,a sample of a research paper,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\22.jpg,a green leaf on a white wall,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\23.jpg,a sign that says it is an important area of the garden,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\24.jpg,a diagram of the plant life cycle,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\25.jpg,a bottle of paint with a brush and a paintbrush,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\26.jpg,the different parts of a plant,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\27.jpg,a guide to nutrient deficiency plants,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\28.jpg,a diagram of the different types of the plant,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\29.jpg,a diagram of the plant and its functions,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\3.jpg,a leaf with a few leaves on it,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\30.jpg,a plant is divided by the number of plants,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\31.jpg,a rock with a large number of rocks,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\32.jpg,a white plate with a black and white text on it,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\33.jpg,a plant with many different leaves and leaves,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\34.jpg,the results of the two different genes in the same gene,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\35.jpg,a corn field with green leaves and blue sky,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\36.jpg,nutrients essential nutrients nutrients nutrients nutrients nutrients nutrients nutrients nutrients nutrients nutrients nutrients nutrients nutrients nutrients nutrients nutrients,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\37.jpg,a plant with a stem and leaves,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\38.jpg,the earth with the moon in the background,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\39.jpg,a tree with green leaves in the middle of a field,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\4.jpg,nice deficiency in plants,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\40.jpg,a table with the names of different substances,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\41.jpg,a bunch of green leaves,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\42.jpg,a plant with green leaves growing in the ground,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\43.jpg,a green leaf with brown spots on it,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\44.jpg,a man in a green shirt is holding a microphone,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\45.jpg,"a plant with the words, plant deficiency guide",Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\46.jpg,a row of green and yellow corn plants,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\47.jpg,a bunch of tomatoes growing on a plant,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\48.jpg,a tree with yellow leaves and brown spots,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\49.jpg,a plant with green leaves and red berries,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\5.jpg,a leaf with four different leaves and one with four different leaves,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\50.jpg,a large group of plants in a greenhouse,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\51.jpg,a poster with the names of different plants,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\52.jpg,how to identify and fix nutrient deficiency plants,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\53.jpg,a small plant with green leaves,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\54.jpg,identifying plant nutrient deficiencys,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\55.jpg,nickel and plant disease,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\56.jpg,a close up of a plant with many flowers,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\57.jpg,a plant with the names of the plants,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\58.jpg,a spoon with a spoon full of liquid next to a jar of liquid,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\59.jpg,a diagram of the plant life cycle,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\6.jpg,a close up of a plant with small flowers,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\60.jpg,the table shows the different types of the different substances,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\61.jpg,a table with the names of different types of the elements,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\62.jpg,a small fish in a clear container,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\63.jpg,the results of the two different types of the tumor,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\64.jpg,a close up of a plant with leaves,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\65.jpg,a table with the number of different types of the different types of the different types of the different types,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\66.jpg,the text in the book is written in black and white,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\67.jpg,a green apple and a leaf with a black background,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\68.jpg,a plant with the names of different plants,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\69.jpg,a truck parked in a field with trees in the background,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\7.jpg,a tree with a ribbon tied to it,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\70.jpg,a diagram showing the different parts of a plant,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\71.jpg,a screen shot of a leaf chart,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\72.jpg,a plant with the names of the parts of it,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\73.jpg,a close up of a green leaf,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\74.jpg,a close up of a plant with a black background,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\75.jpg,a col of a leaf with yellow flowers,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\76.jpg,a plant with the names of its parts,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\77.jpg,a diagram of the different parts of a plant,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\78.jpg,plant identification chart,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\79.jpg,a diagram of the plant ' s life cycle,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\8.jpg,two plants in plastic bags on a black background,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\80.jpg,a diagram of the parts of a plant,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
Ni,deficiencies/Ni\9.jpg,a person holding a leaf in their hand,Carence en Ni,Amender avec des traces de nitrate de nickel (rarement requis)
